t,vx,vz,yaw_rate,lat,lon,rel_alt,p_n,p_e,p_d,yaw
75.101,0.0,0.4,0.0,30.2000926,-97.8877747,2.062,-3.676,-4.596,-1.899,-1.9263
75.201,0.0,0.4,0.0,30.2000926,-97.8877747,2.062,-3.659,-4.622,-1.891,-1.9311
75.301,0.0,0.4,0.0,30.2000926,-97.8877747,2.062,-3.659,-4.622,-1.891,-1.9311
75.401,0.0,0.4,0.0,30.200093,-97.8877756,2.025,-3.628,-4.67,-1.826,-1.9604
75.501,0.0,0.4,0.0,30.200093,-97.8877756,2.025,-3.628,-4.67,-1.826,-1.9604
75.601,0.0,0.303,0.0,30.200093,-97.8877756,2.025,-3.599,-4.704,-1.722,-1.9762
75.701,0.0,0.208,0.0,30.2000934,-97.8877762,1.852,-3.584,-4.708,-1.659,-1.9914
75.801,0.0,0.208,0.0,30.2000934,-97.8877762,1.852,-3.584,-4.708,-1.659,-1.9914
75.901,0.5,0.208,0.0,30.2000934,-97.8877762,1.852,-3.584,-4.708,-1.659,-1.9914
76.001,0.0,-0.005,0.0,30.2000934,-97.8877762,1.852,-3.561,-4.706,-1.517,-2.0243
76.101,0.5,-0.235,0.0,30.2000937,-97.8877761,1.614,-3.558,-4.703,-1.363,-2.0325
76.201,0.0,-0.235,0.0,30.2000937,-97.8877761,1.614,-3.558,-4.703,-1.363,-2.0497
76.301,0.0,-0.344,0.0,30.2000937,-97.8877761,1.614,-3.563,-4.701,-1.291,-2.0584
76.401,0.0,-0.4,0.0,30.2000936,-97.8877762,1.381,-3.572,-4.698,-1.228,-2.0724
76.501,0.0,-0.4,0.0,30.2000936,-97.8877762,1.381,-3.572,-4.698,-1.228,-2.0724
76.601,0.0,-0.4,0.0,30.2000936,-97.8877762,1.381,-3.622,-4.708,-1.124,-2.0949
76.701,0.0,-0.4,0.0,30.2000936,-97.8877762,1.381,-3.622,-4.708,-1.124,-2.0949
76.801,0.5,-0.4,0.0,30.2000931,-97.8877763,1.291,-3.664,-4.748,-1.134,-2.1227
76.901,0.0,-0.4,0.0,30.2000931,-97.8877763,1.291,-3.664,-4.748,-1.134,-2.1227
77.001,0.5,-0.4,0.0,30.2000931,-97.8877763,1.291,-3.685,-4.77,-1.166,-2.1334
77.101,0.0,-0.4,0.0,30.2000925,-97.887777,1.379,-3.702,-4.787,-1.211,-2.136
77.201,0.0,-0.4,0.0,30.2000925,-97.887777,1.379,-3.702,-4.787,-1.211,-2.136
77.301,0.0,-0.4,0.0,30.2000925,-97.887777,1.379,-3.702,-4.787,-1.211,-2.136
77.402,0.0,-0.11,0.0,30.2000922,-97.887777,1.571,-3.741,-4.764,-1.447,-2.0908
77.731,0.0,0.211,0.0,30.2000916,-97.887777,1.801,-3.815,-4.794,-1.66,-2.0165
77.732,0.0,0.211,0.0,30.2000916,-97.887777,1.801,-3.815,-4.794,-1.66,-2.0165
77.733,0.0,0.211,0.0,30.2000916,-97.887777,1.801,-3.815,-4.794,-1.66,-2.0165
77.801,0.0,0.211,0.0,30.2000916,-97.887777,1.801,-3.815,-4.794,-1.66,-2.0165
77.901,0.0,0.4,0.0,30.2000916,-97.887777,1.801,-3.885,-4.888,-1.788,-1.9957
78.001,0.0,0.4,0.0,30.2000906,-97.8877786,2.0,-3.919,-4.938,-1.833,-1.9902
78.101,0.0,0.4,0.0,30.2000906,-97.8877786,2.0,-3.919,-4.938,-1.833,-1.9804
78.201,0.0,0.4,0.0,30.2000906,-97.8877786,2.0,-3.963,-5.003,-1.896,-1.9663
78.301,0.0,0.4,0.0,30.2000906,-97.8877786,2.0,-3.963,-5.003,-1.896,-1.9663
78.401,0.0,0.4,0.0,30.2000901,-97.8877795,2.086,-3.966,-5.033,-1.92,-1.9516
78.501,0.0,0.4,0.0,30.2000901,-97.8877795,2.086,-3.966,-5.033,-1.92,-1.9516
78.601,0.0,0.4,0.0,30.2000901,-97.8877795,2.086,-3.948,-5.034,-1.898,-1.9309
78.701,0.0,0.4,0.0,30.2000903,-97.8877795,2.051,-3.938,-5.019,-1.869,-1.922
78.801,0.0,0.4,0.0,30.2000903,-97.8877795,2.051,-3.931,-4.993,-1.834,-1.9049
78.901,0.0,0.4,0.0,30.2000903,-97.8877795,2.051,-3.931,-4.948,-1.789,-1.8952
79.001,0.0,0.4,0.0,30.2000903,-97.8877795,2.051,-3.931,-4.948,-1.789,-1.8952
79.101,0.0,0.271,0.0,30.2000904,-97.8877782,1.918,-3.94,-4.801,-1.7,-1.892
79.201,0.0,0.271,0.0,30.2000904,-97.8877782,1.918,-3.94,-4.801,-1.7,-1.9007
79.301,0.0,0.151,0.0,30.2000904,-97.8877782,1.918,-3.95,-4.582,-1.621,-1.9068
79.402,0.0,0.151,0.0,30.2000902,-97.8877746,1.782,-3.95,-4.582,-1.621,-1.8926
79.501,0.0,0.071,0.0,30.2000902,-97.8877746,1.782,-3.971,-4.326,-1.568,-1.8215
79.601,0.0,0.042,0.0,30.2000902,-97.8877746,1.782,-3.992,-4.211,-1.548,-1.7133
79.701,0.0,0.042,0.0,30.2000902,-97.8877746,1.782,-3.992,-4.211,-1.548,-1.7133
79.801,0.0,0.024,0.0,30.2000897,-97.8877705,1.711,-4.06,-4.049,-1.536,-1.5439
79.901,0.0,0.024,0.0,30.2000897,-97.8877705,1.711,-4.06,-4.049,-1.536,-1.5439
80.001,0.0,-0.058,0.0,30.2000886,-97.8877683,1.655,-4.133,-3.935,-1.481,-1.0165
80.101,0.0,-0.058,0.0,30.2000886,-97.8877683,1.655,-4.133,-3.935,-1.481,-1.0165
80.201,0.0,-0.176,0.0,30.2000886,-97.8877683,1.655,-4.164,-3.918,-1.403,-1.0165
80.3,0.0,-0.176,0.0,30.2000886,-97.8877683,1.655,-4.164,-3.918,-1.403,-1.0165
80.402,0.0,-0.4,0.0,30.2000883,-97.8877686,1.19,-4.117,-4.002,-0.833,0.6851
80.501,0.0,-0.4,0.0,30.2000883,-97.8877686,1.19,-4.042,-4.066,-0.511,0.813
80.601,0.0,-0.4,0.0,30.2000883,-97.8877686,1.19,-4.042,-4.066,-0.511,0.813
80.701,0.0,-0.4,0.0,30.2000883,-97.8877686,1.19,-3.932,-4.188,-0.107,0.7242
80.801,0.0,-0.4,0.0,30.2000909,-97.8877717,0.014,-3.694,-4.548,0.834,0.8301
80.901,0.0,-0.4,0.0,30.2000909,-97.8877717,0.014,-3.612,-4.583,0.851,0.7346
81.001,0.0,-0.4,0.0,30.2000937,-97.8877751,-0.697,-3.555,-4.611,0.875,0.7084
81.101,0.0,-0.4,0.0,30.2000937,-97.8877751,-0.697,-3.503,-4.687,0.935,0.6235
81.201,0.0,-0.4,0.0,30.2000937,-97.8877751,-0.697,-3.454,-4.794,1.049,0.29
81.301,0.0,-0.4,0.0,30.2000937,-97.8877751,-0.697,-3.454,-4.794,1.049,0.087
81.401,0.0,-0.4,0.0,30.2000953,-97.8877775,-0.954,-3.396,-4.821,1.107,-0.3384
81.501,0.0,-0.4,0.0,30.2000953,-97.8877775,-0.954,-3.346,-4.864,1.186,-0.4744
81.601,0.0,-0.4,0.0,30.2000953,-97.8877775,-0.954,-3.262,-4.902,1.265,-0.641
81.701,0.0,-0.4,0.0,30.2000964,-97.8877783,-1.113,-3.258,-4.923,1.279,-0.7038
81.801,0.0,-0.4,0.0,30.2000964,-97.8877783,-1.113,-3.262,-4.948,1.31,-0.7027
81.901,0.0,-0.4,0.0,30.2000964,-97.8877783,-1.113,-3.253,-4.973,1.314,-0.6784
82.001,0.0,-0.4,0.0,30.2000964,-97.8877783,-1.113,-3.253,-4.973,1.314,-0.6784
82.101,0.0,-0.4,0.0,30.2000964,-97.8877793,-1.166,-3.263,-5.015,1.337,-0.6363
82.201,0.0,-0.4,0.0,30.2000964,-97.8877793,-1.166,-3.284,-5.065,1.341,-0.6015
82.301,0.0,-0.4,0.0,30.2000964,-97.8877793,-1.166,-3.369,-5.18,1.323,-0.5232
82.401,0.0,-0.4,0.0,30.2000954,-97.8877813,-1.155,-3.369,-5.18,1.323,-0.4617
82.501,0.0,-0.4,0.0,30.2000954,-97.8877813,-1.155,-3.457,-5.295,1.289,-0.3438
82.601,0.0,-0.4,0.0,30.2000954,-97.8877813,-1.155,-3.47,-5.294,1.28,-0.3146
82.931,0.0,-0.4,0.0,30.2000954,-97.8877813,-1.155,-3.363,-4.975,1.247,0.0415
82.933,0.0,-0.4,0.0,30.2000954,-97.8877813,-1.155,-3.363,-4.975,1.247,0.0415
82.934,0.0,-0.4,0.0,30.2000954,-97.8877813,-1.155,-3.363,-4.975,1.247,0.0415
83.001,0.0,-0.4,0.0,30.2000954,-97.8877813,-1.155,-3.363,-4.975,1.247,0.0415
83.101,0.0,-0.4,0.0,30.2000961,-97.8877774,-1.051,-3.297,-4.802,1.217,0.1271
83.201,0.0,-0.4,0.0,30.2000961,-97.8877774,-1.051,-3.15,-4.483,1.122,0.3348
83.301,0.0,-0.4,0.0,30.2000981,-97.8877723,-0.883,-3.077,-4.347,1.07,0.3957
83.401,0.0,-0.4,0.0,30.2000981,-97.8877723,-0.883,-3.04,-4.239,1.009,0.5282
83.501,0.0,-0.4,0.0,30.2000981,-97.8877723,-0.883,-3.013,-4.143,0.948,0.5917
83.601,0.0,-0.4,0.0,30.2000981,-97.8877723,-0.883,-3.013,-4.143,0.948,0.5917
83.701,0.0,-0.4,0.0,30.2000981,-97.8877723,-0.883,-3.0,-4.057,0.888,0.6452
83.801,0.0,-0.4,0.0,30.2000987,-97.8877691,-0.68,-3.02,-3.911,0.736,0.7618
83.901,0.0,-0.4,0.0,30.2000987,-97.8877691,-0.68,-3.042,-3.85,0.647,0.8186
84.001,0.0,-0.4,0.0,30.2000982,-97.8877669,-0.397,-3.064,-3.797,0.557,0.8417
84.101,0.0,-0.4,0.0,30.2000982,-97.8877669,-0.397,-3.064,-3.797,0.557,0.8417
84.201,0.0,-0.4,0.0,30.2000982,-97.8877669,-0.397,-3.074,-3.722,0.367,0.8891
84.301,0.0,-0.4,0.0,30.2000982,-97.8877669,-0.397,-3.074,-3.722,0.367,0.8914
84.401,0.0,-0.4,0.0,30.2000982,-97.8877657,-0.067,-3.054,-3.68,0.15,0.8881
84.501,0.0,-0.4,0.0,30.2000982,-97.8877657,-0.067,-3.054,-3.68,0.15,0.8881
84.601,0.0,-0.4,0.0,30.2000982,-97.8877657,-0.067,-3.026,-3.668,-0.102,0.8697
84.701,0.0,-0.4,0.0,30.2000985,-97.8877655,0.345,-3.016,-3.671,-0.242,0.8602
84.801,0.0,-0.4,0.0,30.2000985,-97.8877655,0.345,-3.012,-3.676,-0.387,0.8373
84.901,0.0,-0.4,0.0,30.2000985,-97.8877655,0.345,-3.018,-3.686,-0.551,0.8219
85.001,0.0,-0.4,0.0,30.2000985,-97.8877655,0.345,-3.018,-3.686,-0.551,0.8219
85.101,0.0,-0.4,0.0,30.2000984,-97.8877658,0.866,-3.054,-3.723,-0.888,0.762
85.201,0.0,-0.4,0.0,30.2000984,-97.8877658,0.866,-3.054,-3.723,-0.888,0.7377
85.301,0.0,-0.4,0.0,30.2000984,-97.8877658,0.866,-3.107,-3.794,-1.213,0.6872
85.401,0.0,-0.4,0.0,30.2000978,-97.8877668,1.418,-3.107,-3.794,-1.213,0.6581
85.501,0.0,-0.024,0.0,30.2000978,-97.8877668,1.418,-3.164,-3.901,-1.504,0.5967
85.601,0.0,0.154,0.0,30.2000978,-97.8877668,1.418,-3.195,-3.975,-1.623,0.5352
85.701,0.0,0.154,0.0,30.2000978,-97.8877668,1.418,-3.195,-3.975,-1.623,0.5352
85.801,0.0,0.342,0.0,30.2000969,-97.887769,1.848,-3.271,-4.13,-1.748,0.5738
85.901,0.0,0.342,0.0,30.2000969,-97.887769,1.848,-3.271,-4.13,-1.748,0.5738
86.001,0.0,0.062,0.0,30.2000957,-97.8877714,1.756,-3.357,-4.258,-1.561,0.8211
86.101,0.0,0.062,0.0,30.2000957,-97.8877714,1.756,-3.357,-4.258,-1.561,0.8211
86.201,0.0,-0.257,0.0,30.2000957,-97.8877714,1.756,-3.394,-4.313,-1.348,0.8211
86.301,0.0,-0.257,0.0,30.2000957,-97.8877714,1.756,-3.394,-4.313,-1.348,0.8211
86.402,0.0,-0.4,0.0,30.2000939,-97.8877729,0.768,-3.644,-4.408,-0.229,1.134
86.501,0.0,-0.4,0.0,30.2000939,-97.8877729,0.768,-3.779,-4.409,0.288,0.6396
86.601,0.0,-0.4,0.0,30.2000939,-97.8877729,0.768,-3.779,-4.409,0.288,0.6396
86.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
86.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
86.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
87.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
87.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
87.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
87.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
87.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
87.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
87.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
87.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.031,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.032,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.033,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.4,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
88.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
89.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
90.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
91.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
92.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.13,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.131,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.132,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
93.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
94.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
95.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
96.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.4,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
97.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.3,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
98.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.101,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.201,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.401,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.5,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
99.901,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.001,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.1,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.2,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.301,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.4,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.501,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.601,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.701,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
100.801,0.0,-0.4,0.0,30.2000891,-97.8877727,-0.954,-4.183,-4.352,1.375,0.5316
